timestamp,hour_of_day,day_of_week,temperature,wind_speed,demand_forecast,price_next_hour
2024-01-01 00:00:00,0,0,11.165561867580813,4.444271021531484,3298.0126364631687,57.079652804976114
2024-01-01 01:00:00,1,0,9.895604959215978,5.640890479421044,3279.0512713056264,51.50515863601266
2024-01-01 02:00:00,2,0,11.467510637759732,6.249110874248393,3381.8359107771034,57.34187925906487
2024-01-01 03:00:00,3,0,13.218193274374398,6.9842880816337285,3104.464121608863,61.07332967231585
2024-01-01 04:00:00,4,0,9.703826812111675,7.522321150853063,3073.74807608534,65.76967462955253
2024-01-01 05:00:00,5,0,9.703859647659986,6.424304556664202,3181.2760027380045,72.15454971405518
2024-01-01 06:00:00,6,0,13.33055919257313,6.594571244394831,2940.446506481614,64.31598281957085
2024-01-01 07:00:00,7,0,11.707003019864164,6.303062723120828,3012.4075942024033,60.43832587657872
2024-01-01 08:00:00,8,0,9.233184789688442,6.615040878015387,3019.943598300871,64.86705826944828
2024-01-01 09:00:00,9,0,11.257253648730277,6.647392749596262,2747.6884629498727,66.0340551804876
2024-01-01 10:00:00,10,0,9.245298175933423,6.4936672582945505,2808.3286115221986,60.3240423629385
2024-01-01 11:00:00,11,0,9.240674054417834,5.479662578383781,2594.8530239792935,54.868244815562335
2024-01-01 12:00:00,12,0,10.656058104690416,4.840076238372578,2775.473329806781,57.87398182444006
2024-01-01 13:00:00,13,0,6.345573072242751,4.5582409059193285,2730.1646507119563,54.4024464044701
2024-01-01 14:00:00,14,0,6.7222978965322815,3.582428549184989,2787.4962070806896,46.92175746741313
2024-01-01 15:00:00,15,0,9.047558503076402,4.630555798474292,2723.310758440496,49.07320904073756
2024-01-01 16:00:00,16,0,8.1464713208895,2.4641186788720937,2683.8916584432827,49.33154266513223
2024-01-01 17:00:00,17,0,10.800628226748895,3.160518636869726,2972.6794929441944,48.886411864786
2024-01-01 18:00:00,18,0,8.356085410515925,4.01180310961482,2793.6596847520545,44.80065307407163
2024-01-01 19:00:00,19,0,7.347526158887764,3.071548269701862,3045.9106643065024,44.26650339857135
2024-01-01 20:00:00,20,0,13.103431099401455,3.1729296749303755,3244.118186641997,50.02156742839941
2024-01-01 21:00:00,21,0,9.720580960585275,3.407063726221691,3231.3218079432677,44.298450679191866
2024-01-01 22:00:00,22,0,10.307189970934195,3.9098041591187953,3454.6418856143127,51.31573787276301
